stub,n_rois,mean_roi_area_nm2,summed_roi_area_nm2,total_fenestration_area_nm2,total_fenestration_area_um2,summed_roi_area_um2
PR16_ME_26,346,1683.786177849711,582590.017536,582590.017536,0.582590017536,0.582590017536
PR5_ME_08,341,1708.0318417829917,582438.8580480001,582438.8580480001,0.5824388580480001,0.5824388580480001
PR13_ME_10,390,1491.4611781333335,581669.859472,581669.859472,0.581669859472,0.581669859472
PR20_ME_08,335,1734.975655522388,581216.8446,581216.8446,0.5812168446,0.5812168446
PR17_ME_03,336,1727.9488432380954,580590.811328,580590.811328,0.5805908113280001,0.5805908113280001
PR1_ME_21,296,1948.6617567567569,576803.88,576803.88,0.57680388,0.57680388
PR10_ME_13,345,1671.4922174608696,576664.815024,576664.815024,0.576664815024,0.576664815024
PR1_ME_overview27,373,1545.1374668954427,576336.2751520001,576336.2751520001,0.5763362751520001,0.5763362751520001
PR14_ME_04,300,1917.3420710400003,575202.6213120001,575202.6213120001,0.5752026213120001,0.5752026213120001
FAS15_ME_10,369,1556.2087766720867,574241.038592,574241.038592,0.574241038592,0.574241038592
PR17_ME_08,376,1526.8862776595745,574109.2404,574109.2404,0.5741092404,0.5741092404
FAS23_ME_03,235,2438.677417978723,573089.1932249999,573089.1932249999,0.573089193225,0.573089193225
PR10_ME_06,423,1353.7412854468087,572632.563744,572632.563744,0.5726325637440001,0.5726325637440001
FAS23_ME_11,349,1638.2520676934098,571749.971625,571749.971625,0.571749971625,0.571749971625
PR24_ME_06,360,1585.8187131111113,570894.73672,570894.73672,0.57089473672,0.57089473672
PR9_ME_19,339,1679.9779548318586,569512.5266880001,569512.5266880001,0.5695125266880001,0.5695125266880001
PR17_ME_47,399,1425.9708135338344,568962.3546,568962.3546,0.5689623546,0.5689623546
PR17_ME_44,344,1647.468936627907,566729.3142,566729.3142,0.5667293142000001,0.5667293142000001
PR11_ME_11,279,2018.0724402007168,563042.210816,563042.210816,0.563042210816,0.563042210816
FAS23_ME_10,357,1571.4127399159663,560994.34815,560994.34815,0.5609943481499999,0.5609943481499999
FAS20_ME_16,383,1463.8777492219322,560665.177952,560665.177952,0.5606651779520001,0.5606651779520001
FAS24_ME_15,390,1437.0175160717947,560436.831268,560436.831268,0.5604368312679999,0.5604368312679999
PR6_ME_18,357,1569.4164655686275,560281.678208,560281.678208,0.560281678208,0.560281678208
PR6_ME_33,250,2239.644994304,559911.2485760001,559911.2485760001,0.559911248576,0.559911248576
PR20_ME_04,400,1398.4953826800004,559398.1530720001,559398.1530720001,0.5593981530720001,0.5593981530720001
PR6_ME_16,325,1718.9623492923079,558662.76352,558662.76352,0.55866276352,0.55866276352
PR5_ME_28,326,1712.4690020122703,558264.8946560001,558264.8946560001,0.558264894656,0.558264894656
PR20_ME_23,338,1650.368002366864,557824.3848,557824.3848,0.5578243848,0.5578243848
FAS16_ME_18,314,1767.4636039745224,554983.571648,554983.571648,0.554983571648,0.554983571648
FAS6_ME_new_21,480,1152.461030625,553181.2947,553181.2947,0.5531812947,0.5531812947
FAS20_ME_28,383,1443.471631874674,552849.6350080001,552849.6350080001,0.5528496350080001,0.5528496350080001
FAS24_ME_12,422,1308.0040577654029,551977.712377,551977.712377,0.551977712377,0.551977712377
PR24_ME_07,238,2312.418472941177,550355.5965600001,550355.5965600001,0.5503555965600001,0.5503555965600001
FAS23_ME_25,288,1906.4156765555554,549047.714848,549047.714848,0.549047714848,0.549047714848
PR16_ME_11,351,1561.6415697321938,548136.190976,548136.190976,0.5481361909760001,0.5481361909760001
PR1_ME_overview37,355,1543.0090095323947,547768.1983840001,547768.1983840001,0.5477681983840001,0.5477681983840001
PR1_ME_overview30,263,2075.3142361064643,545807.6440960001,545807.6440960001,0.5458076440960001,0.5458076440960001
FAS4_ME_new_12,256,2131.6443252500003,545700.9472640001,545700.9472640001,0.5457009472640001,0.5457009472640001
FAS4_ME_new_04,340,1602.1392313882357,544727.3386720001,544727.3386720001,0.5447273386720001,0.5447273386720001
PR20_ME_16,331,1645.3678785498491,544616.7678,544616.7678,0.5446167678,0.5446167678
PR6_ME_04,393,1381.4571103104329,542912.6443520001,542912.6443520001,0.542912644352,0.542912644352
PR20_ME_26,425,1269.7253534117647,539633.2752,539633.2752,0.5396332752,0.5396332752
PR10_ME_04,302,1783.7163245562917,538682.3300160001,538682.3300160001,0.5386823300160001,0.5386823300160001
PR16_ME_03,376,1432.0058580425532,538434.202624,538434.202624,0.538434202624,0.538434202624
PR11_ME_16,339,1586.8357973333334,537937.335296,537937.335296,0.537937335296,0.537937335296
PR9_ME_18,338,1588.6498980355032,536963.665536,536963.665536,0.5369636655360001,0.5369636655360001
PR17_ME_45,341,1573.3583234604102,536515.1882999999,536515.1882999999,0.5365151882999999,0.5365151882999999
PR14_ME_05,290,1842.635892634483,534364.4088640001,534364.4088640001,0.5343644088640002,0.5343644088640002
PR13_ME_06,328,1607.350337719512,527210.910772,527210.910772,0.527210910772,0.527210910772
PR17_ME_41,312,1683.9886240384612,525404.4506999999,525404.4506999999,0.5254044507,0.5254044507
PR22_ME_03,293,1790.9121563139931,524737.2618,524737.2618,0.5247372618,0.5247372618
PR21_ME_09,358,1464.3773245810055,524247.08219999995,524247.08219999995,0.5242470821999999,0.5242470821999999
PR6_ME_42,285,1839.3913240701756,524226.52736000007,524226.52736000007,0.5242265273600001,0.5242265273600001
PR6_ME_24,370,1411.6743263135138,522319.5007360001,522319.50073600013,0.5223195007360001,0.5223195007360001
FAS19_ME_28,377,1385.0512324933688,522164.31465,522164.3146500001,0.5221643146500001,0.52216431465
PR1_ME_overview34,376,1385.2497939148939,520853.9225120001,520853.9225120001,0.520853922512,0.520853922512
FAS19_ME_10,340,1531.4119740235292,520680.07116799994,520680.07116799994,0.520680071168,0.520680071168
PR22_ME_25,328,1582.073300097561,518920.04243200005,518920.04243200005,0.5189200424320001,0.5189200424320001
PR13_ME_09,311,1651.613659524116,513651.84811200004,513651.8481120001,0.513651848112,0.513651848112
FAS15_ME_14,372,1369.3888424946238,509412.64940800006,509412.64940800006,0.509412649408,0.509412649408
PR11_ME_19,349,1456.770646555874,508412.95564800006,508412.955648,0.508412955648,0.508412955648
PR6_ME_46,331,1530.3796433595169,506555.66195200005,506555.6619520001,0.5065556619520001,0.5065556619520001
PR16_ME_21,322,1559.2684315031056,502084.43494400004,502084.434944,0.502084434944,0.502084434944
PR11_ME_21,289,1736.2757766643601,501783.69945600006,501783.69945600006,0.5017836994560001,0.5017836994560001
FAS20_ME_14,314,1580.616723414013,496313.65115200006,496313.65115200006,0.49631365115200005,0.49631365115200005
PR5_ME_07,272,1823.2966145882356,495936.67916800006,495936.67916800006,0.49593667916800005,0.49593667916800005
PR16_ME_13,321,1543.637011140187,495507.48057600006,495507.48057600006,0.4955074805760001,0.4955074805760001
PR16_ME_25,291,1699.7194143230242,494618.34956800006,494618.34956800006,0.49461834956800005,0.49461834956800005
FAS16_ME_14,287,1723.2281899930315,494566.49052800005,494566.49052800005,0.49456649052800006,0.49456649052800006
PR9_ME_03,299,1649.422684896321,493177.382784,493177.38278399996,0.493177382784,0.49317738278400003
PR22_ME_08,341,1441.8121459061583,491657.94175399997,491657.94175399997,0.49165794175399996,0.49165794175399996
FAS15_ME_08,328,1495.7346691676828,490600.97148699994,490600.97148699994,0.49060097148699994,0.49060097148699994
FAS19_ME_29,331,1481.8463084592147,490491.12810000003,490491.1281000001,0.49049112810000006,0.4904911281
PR6_ME_38,319,1534.7046311724139,489570.77734400006,489570.777344,0.489570777344,0.48957077734400006
PR5_ME_46,365,1338.3579377972605,488500.6472960001,488500.6472960001,0.4885006472960001,0.4885006472960001
PR6_ME_26,329,1484.137183708207,488281.13344000006,488281.1334400001,0.4882811334400001,0.48828113344000007
FAS4_ME_new_01,265,1841.8288980528305,488084.65798400005,488084.65798400005,0.488084657984,0.488084657984
PR17_ME_42,270,1804.78884,487292.98679999996,487292.98679999996,0.48729298679999994,0.48729298679999994
PR9_ME_21,349,1392.4705228194844,485972.21246400004,485972.21246400004,0.485972212464,0.485972212464
PR17_ME_40,298,1630.304320161074,485830.68740800006,485830.68740800006,0.48583068740800006,0.48583068740800006
FAS20_ME_19,329,1474.0540293252282,484963.77564800007,484963.77564800007,0.4849637756480001,0.4849637756480001
PR16_ME_17,329,1470.4125261033437,483765.72108800005,483765.72108800005,0.48376572108800003,0.48376572108800003
FAS6_ME_new_08,353,1368.734466311615,483163.2666080001,483163.2666080001,0.4831632666080001,0.4831632666080001
PR1_ME_15,284,1698.2023761126761,482289.47481600003,482289.47481600003,0.48228947481600004,0.48228947481600004
PR9_ME_13,280,1721.5446594857142,482032.504656,482032.50465599995,0.48203250465599995,0.482032504656
PR1_ME_13,302,1589.974388344371,480172.26528,480172.26528000005,0.48017226528000007,0.48017226528
PR6_ME_40,271,1771.1467371217716,479980.7657600001,479980.7657600001,0.4799807657600001,0.4799807657600001
PR5_ME_12,274,1746.6973888467155,478595.08454400004,478595.08454400004,0.478595084544,0.478595084544
PR5_ME_19,284,1663.5517485070425,472448.6965760001,472448.6965760001,0.4724486965760001,0.4724486965760001
PR11_ME_22,273,1717.6263848791211,468912.00307200005,468912.00307200005,0.46891200307200004,0.46891200307200004
PR11_ME_17,316,1483.6090977215192,468820.47488000005,468820.47488000005,0.46882047488000006,0.46882047488000006
PR22_ME_10,345,1351.3091243478261,466201.6479,466201.64790000004,0.4662016479,0.46620164789999996
FAS15_ME_13,356,1306.495341033708,465112.34140800004,465112.34140800004,0.46511234140800006,0.46511234140800006
PR5_ME_30,318,1455.3578821635222,462803.80652800004,462803.80652800004,0.4628038065280001,0.4628038065280001
PR11_ME_25,273,1687.2127784322347,460609.08851200005,460609.08851200005,0.46060908851200005,0.46060908851200005
PR20_ME_14,277,1658.018241877256,459271.05299999996,459271.05299999996,0.45927105299999993,0.45927105299999993
PR6_ME_52,299,1535.4957519197328,459113.2298240001,459113.2298240001,0.4591132298240001,0.4591132298240001
FAS6_ME_new_14,417,1100.7222921582734,459001.19583,459001.19583,0.45900119583,0.45900119583
PR20_ME_06,298,1539.2718720536914,458703.01787200005,458703.01787200005,0.4587030178720001,0.4587030178720001
PR16_ME_30,257,1782.3830741167317,458072.450048,458072.450048,0.458072450048,0.458072450048
PR14_ME_07,251,1821.8165248764942,457275.94774400006,457275.94774400006,0.45727594774400004,0.45727594774400004
PR14_ME_13,265,1724.1242657207547,456892.930416,456892.930416,0.45689293041600004,0.45689293041600004
PR11_ME_09,331,1378.137261244713,456163.433472,456163.433472,0.456163433472,0.456163433472
PR9_ME_11,368,1230.1887079565217,452709.444528,452709.444528,0.45270944452800005,0.45270944452800005
PR11_ME_15,333,1354.1539071231232,450933.251072,450933.251072,0.450933251072,0.450933251072
FAS19_ME_09,325,1386.80310896,450711.01041199995,450711.01041199995,0.45071101041199996,0.45071101041199996
PR5_ME_45,395,1135.6368727493673,448576.5647360001,448576.5647360001,0.4485765647360001,0.4485765647360001
PR5_ME_31,295,1518.924266305085,448082.65856000007,448082.65856000007,0.44808265856000007,0.44808265856000007
PR10_ME_11,358,1251.2202387486034,447936.845472,447936.845472,0.447936845472,0.447936845472
FAS19_ME_25,310,1439.9778497580646,446393.133425,446393.133425,0.44639313342500003,0.44639313342500003
PR11_ME_10,276,1613.681819826087,445376.182272,445376.182272,0.445376182272,0.445376182272
PR16_ME_16,266,1650.1618718796994,438943.05792000005,438943.05792000005,0.43894305792000005,0.43894305792000005
FAS16_ME_15,235,1864.07311012766,438057.18088000006,438057.18088000006,0.43805718088000006,0.43805718088000006
FAS15_ME_11,348,1253.334443310345,436160.38627200003,436160.3862720001,0.4361603862720001,0.43616038627200004
PR11_ME_20,250,1741.023117312,435255.77932800003,435255.77932800003,0.435255779328,0.435255779328
PR3_ME_04,301,1439.8449198671096,433393.32088,433393.32088,0.43339332088,0.43339332088
PR1_ME_overview33,316,1365.829185265823,431602.02254400006,431602.02254400006,0.43160202254400004,0.43160202254400004
PR6_ME_39,289,1488.2697633217995,430109.96160000004,430109.96160000004,0.43010996160000003,0.43010996160000003
PR1_ME_16,276,1544.1428337391305,426183.422112,426183.422112,0.426183422112,0.426183422112
PR6_ME_28,274,1549.0648182189784,424443.7601920001,424443.7601920001,0.4244437601920001,0.4244437601920001
FAS4_ME_new_02,270,1570.9626611555557,424159.91851200006,424159.91851200006,0.4241599185120001,0.4241599185120001
PR11_ME_03,266,1586.3575790676693,421971.11603200005,421971.11603200005,0.42197111603200005,0.42197111603200005
PR20_ME_05,252,1672.959751746032,421585.85744000005,421585.85744000005,0.42158585744000004,0.42158585744000004
PR9_ME_20,278,1512.2725640287772,420411.77280000004,420411.77280000004,0.4204117728,0.4204117728
PR10_ME_03,253,1658.780336063241,419671.425024,419671.425024,0.419671425024,0.419671425024
PR1_ME_08,202,2061.443989069307,416411.68579200003,416411.68579200003,0.41641168579200005,0.41641168579200005
PR5_ME_09,233,1771.9502329957086,412864.4042880001,412864.4042880001,0.4128644042880001,0.4128644042880001
PR5_ME_29,272,1514.756573882353,412013.78809600003,412013.78809600003,0.41201378809600003,0.41201378809600003
PR1_ME_overview28,206,1994.609223456311,410889.50003200007,410889.50003200007,0.4108895000320001,0.4108895000320001
PR11_ME_07,257,1597.8512495564205,410647.77113600005,410647.77113600005,0.41064777113600004,0.41064777113600004
PR14_ME_08,223,1839.0849686098657,410115.94800000003,410115.94800000003,0.410115948,0.410115948
FAS20_ME_18,257,1593.8617710194553,409622.475152,409622.475152,0.409622475152,0.409622475152
FAS6_ME_new_15,367,1113.1212411989102,408515.49552000005,408515.49552000005,0.40851549552000005,0.40851549552000005
PR17_ME_43,259,1574.1578467181466,407706.8823,407706.8823,0.4077068823,0.4077068823
FAS6_ME_new_32,324,1252.8492999999999,405923.17319999996,405923.17319999996,0.4059231732,0.4059231732
PR3_ME_03,258,1571.9873157209304,405572.72745600005,405572.72745600005,0.40557272745600004,0.40557272745600004
PR1_ME_overview32,258,1566.8512489922482,404247.62224000006,404247.62224000006,0.40424762224000005,0.40424762224000005
FAS19_ME_16,240,1669.4425210499999,400666.20505199995,400666.20505199995,0.40066620505199996,0.40066620505199996
FAS19_ME_13,273,1463.8186441758241,399622.48986,399622.48986,0.39962248986,0.39962248986
PR11_ME_08,321,1217.5652812959502,390838.455296,390838.455296,0.390838455296,0.390838455296
PR17_ME_48,246,1581.0974144390248,388949.9639520001,388949.9639520001,0.3889499639520001,0.3889499639520001
PR17_ME_06,156,2463.8158384615385,384355.2708,384355.2708,0.3843552708,0.3843552708
PR17_ME_05,156,2463.8158384615385,384355.2708,384355.2708,0.3843552708,0.3843552708
FAS16_ME_16,215,1775.0754928372096,381641.2309600001,381641.2309600001,0.3816412309600001,0.3816412309600001
PR16_ME_31,221,1712.6480761628961,378495.22483200004,378495.22483200004,0.37849522483200004,0.37849522483200004
PR11_ME_18,203,1860.6438299113302,377710.697472,377710.697472,0.37771069747200003,0.37771069747200003
PR17_ME_49,276,1340.347177173913,369935.8209,369935.8209,0.3699358209,0.3699358209
PR5_ME_47,280,1305.176469257143,365449.41139200004,365449.41139200004,0.36544941139200005,0.36544941139200005
PR5_ME_35,204,1780.14271325,363149.113503,363149.113503,0.363149113503,0.363149113503
PR6_ME_27,179,1991.260467486034,356435.6236800001,356435.6236800001,0.3564356236800001,0.3564356236800001
PR5_ME_17,296,1203.0156529729732,356092.63328000007,356092.63328000007,0.35609263328000007,0.35609263328000007
PR17_ME_46,249,1429.1983518072288,355870.3896,355870.3896,0.3558703896,0.3558703896
PR1_ME_22,255,1374.4830635294118,350493.1812,350493.1812,0.3504931812,0.3504931812
PR9_ME_17,240,1441.860345,346046.4828,346046.4828,0.3460464828,0.3460464828
PR1_ME_17,203,1699.4236830738919,344983.00766400003,344983.00766400003,0.34498300766400003,0.34498300766400003
PR10_ME_12,269,1280.1765048624536,344367.47980800003,344367.47980800003,0.34436747980800003,0.34436747980800003
PR11_ME_24,238,1415.610398117647,336915.274752,336915.274752,0.336915274752,0.336915274752
PR6_ME_29,215,1563.9724118325582,336254.06854400004,336254.06854400004,0.33625406854400003,0.33625406854400003
PR11_ME_05,239,1399.4020461255232,334457.08902400004,334457.08902400004,0.33445708902400006,0.33445708902400006
PR1_ME_23,262,1260.9911855267176,330379.69060800003,330379.690608,0.330379690608,0.33037969060800004
PR10_ME_05,180,1824.7956840000002,328463.22312000004,328463.22312000004,0.32846322312000004,0.32846322312000004
PR11_ME_04,207,1581.7511772753624,327422.493696,327422.493696,0.327422493696,0.327422493696
PR9_ME_10,264,1235.4653667272728,326162.856816,326162.856816,0.326162856816,0.326162856816
PR1_ME_12,191,1613.4876135706809,308176.134192,308176.134192,0.308176134192,0.308176134192
PR9_ME_04,213,1444.1995348732396,307614.500928,307614.500928,0.307614500928,0.307614500928
PR5_ME_13,147,2043.1028153469392,300336.11385600007,300336.11385600007,0.30033611385600006,0.30033611385600006
PR1_ME_19,172,1652.0578434418603,284153.949072,284153.949072,0.284153949072,0.284153949072
PR10_ME_08,185,1530.3617396756758,283116.92184,283116.92184,0.28311692184000004,0.28311692184000004
PR10_ME_10,212,1329.470538792453,281847.75422400003,281847.75422400003,0.28184775422400005,0.28184775422400005
PR5_ME_10,158,1774.0852816202535,280305.47449600004,280305.47449600004,0.280305474496,0.280305474496
PR1_ME_overview29,193,1388.0953784870467,267902.408048,267902.408048,0.26790240804800003,0.26790240804800003
PR1_ME_18,159,1673.9475975849057,266157.668016,266157.668016,0.266157668016,0.266157668016
PR24_ME_03,206,1275.7004719223303,262794.29721600004,262794.29721600004,0.26279429721600006,0.26279429721600006
PR24_ME_04,156,1680.38960974359,262140.77912000005,262140.77912000002,0.26214077912,0.26214077912000006
PR5_ME_11,166,1556.349933108434,258354.08889600003,258354.08889600006,0.25835408889600003,0.25835408889600003
PR3_ME_05,200,1286.61725296,257323.450592,257323.450592,0.257323450592,0.257323450592
PR5_ME_06,152,1642.7434947368424,249697.01120000004,249697.01120000004,0.24969701120000004,0.24969701120000004
PR1_ME_14,143,1716.8872380419582,245514.87504,245514.87504,0.24551487504000002,0.24551487504000002
PR5_ME_01,149,1636.5909310067116,243852.04872000002,243852.04872000002,0.24385204872000002,0.24385204872000002
PR9_ME_07,109,2083.865520880734,227141.34177600002,227141.34177600002,0.227141341776,0.227141341776
FAS4_ME_new_11,133,1526.7474315789475,203057.40840000001,203057.40840000001,0.20305740840000003,0.20305740840000003
PR9_ME_08,89,1641.1240427865168,146060.039808,146060.039808,0.146060039808,0.146060039808
PR3_ME_06,61,1660.7308401311475,101304.581248,101304.581248,0.101304581248,0.101304581248
